"GEO_ID","NAME","B19058_001E","B19058_001M","B19058_002E","B19058_002M","B19058_003E","B19058_003M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With cash public assistance or Food Stamps/SNAP","Margin of Error!!Total:!!With cash public assistance or Food Stamps/SNAP","Estimate!!Total:!!No cash public assistance or Food Stamps/SNAP","Margin of Error!!Total:!!No cash public assistance or Food Stamps/SNAP"
"1500000US720970820013","Block Group 3, Census Tract 820.01, Mayagüez Municipio, Puerto Rico","452","131","59","58","393","125"
"1500000US720970820014","Block Group 4, Census Tract 820.01, Mayagüez Municipio, Puerto Rico","320","95","180","93","140","78"
"1500000US720970820121","Block Group 1, Census Tract 820.12, Mayagüez Municipio, Puerto Rico","602","150","289","120","313","129"
"1500000US720970820122","Block Group 2, Census Tract 820.12, Mayagüez Municipio, Puerto Rico","494","157","324","131","170","88"
"1500000US720970820123","Block Group 3, Census Tract 820.12, Mayagüez Municipio, Puerto Rico","475","127","173","102","302","114"
"1500000US720970820221","Block Group 1, Census Tract 820.22, Mayagüez Municipio, Puerto Rico","640","119","186","86","454","94"
"1500000US720970820222","Block Group 2, Census Tract 820.22, Mayagüez Municipio, Puerto Rico","566","99","293","94","273","98"
"1500000US720970821021","Block Group 1, Census Tract 821.02, Mayagüez Municipio, Puerto Rico","483","126","412","118","71","48"
"1500000US720970821022","Block Group 2, Census Tract 821.02, Mayagüez Municipio, Puerto Rico","330","82","83","52","247","78"
"1500000US720970821023","Block Group 3, Census Tract 821.02, Mayagüez Municipio, Puerto Rico","323","65","131","59","192","62"
"1500000US720970821031","Block Group 1, Census Tract 821.03, Mayagüez Municipio, Puerto Rico","917","128","767","135","150","77"
"1500000US720970821032","Block Group 2, Census Tract 821.03, Mayagüez Municipio, Puerto Rico","853","122","333","95","520","106"
"1500000US720970821041","Block Group 1, Census Tract 821.04, Mayagüez Municipio, Puerto Rico","435","120","321","103","114","64"
"1500000US720970821042","Block Group 2, Census Tract 821.04, Mayagüez Municipio, Puerto Rico","514","118","170","77","344","106"
"1500000US720979900000","Block Group 0, Census Tract 9900, Mayagüez Municipio, Puerto Rico","0","14","0","14","0","14"
"1500000US720994201001","Block Group 1, Census Tract 4201, Moca Municipio, Puerto Rico","727","153","472","143","255","128"
"1500000US720994201002","Block Group 2, Census Tract 4201, Moca Municipio, Puerto Rico","830","163","467","133","363","158"
"1500000US720994201003","Block Group 3, Census Tract 4201, Moca Municipio, Puerto Rico","914","168","670","162","244","114"
"1500000US720994202001","Block Group 1, Census Tract 4202, Moca Municipio, Puerto Rico","439","142","265","124","174","101"
"1500000US720994202002","Block Group 2, Census Tract 4202, Moca Municipio, Puerto Rico","317","140","182","115","135","93"
"1500000US720994202003","Block Group 3, Census Tract 4202, Moca Municipio, Puerto Rico","692","157","217","97","475","138"
"1500000US720994202004","Block Group 4, Census Tract 4202, Moca Municipio, Puerto Rico","1127","170","592","183","535","177"
"1500000US720994203011","Block Group 1, Census Tract 4203.01, Moca Municipio, Puerto Rico","1078","179","613","183","465","153"
"1500000US720994203012","Block Group 2, Census Tract 4203.01, Moca Municipio, Puerto Rico","816","188","579","194","237","91"
"1500000US720994203021","Block Group 1, Census Tract 4203.02, Moca Municipio, Puerto Rico","473","102","215","88","258","89"
"1500000US720994203022","Block Group 2, Census Tract 4203.02, Moca Municipio, Puerto Rico","482","118","231","87","251","98"
"1500000US720994203023","Block Group 3, Census Tract 4203.02, Moca Municipio, Puerto Rico","585","125","288","106","297","91"
"1500000US720994204011","Block Group 1, Census Tract 4204.01, Moca Municipio, Puerto Rico","849","134","330","114","519","119"
"1500000US720994204012","Block Group 2, Census Tract 4204.01, Moca Municipio, Puerto Rico","334","96","184","85","150","75"
"1500000US720994204021","Block Group 1, Census Tract 4204.02, Moca Municipio, Puerto Rico","680","130","307","90","373","112"
"1500000US720994204022","Block Group 2, Census Tract 4204.02, Moca Municipio, Puerto Rico","790","143","356","125","434","122"
"1500000US720994205001","Block Group 1, Census Tract 4205, Moca Municipio, Puerto Rico","612","144","265","126","347","130"
"1500000US720994205002","Block Group 2, Census Tract 4205, Moca Municipio, Puerto Rico","769","212","330","140","439","186"
"1500000US720994205003","Block Group 3, Census Tract 4205, Moca Municipio, Puerto Rico","860","192","536","185","324","141"
"1500000US721019552011","Block Group 1, Census Tract 9552.01, Morovis Municipio, Puerto Rico","696","140","385","122","311","100"
"1500000US721019552012","Block Group 2, Census Tract 9552.01, Morovis Municipio, Puerto Rico","875","138","566","130","309","84"
"1500000US721019552021","Block Group 1, Census Tract 9552.02, Morovis Municipio, Puerto Rico","652","127","282","79","370","123"
"1500000US721019552022","Block Group 2, Census Tract 9552.02, Morovis Municipio, Puerto Rico","501","112","275","102","226","88"
"1500000US721019552023","Block Group 3, Census Tract 9552.02, Morovis Municipio, Puerto Rico","546","124","261","95","285","101"
"1500000US721019553001","Block Group 1, Census Tract 9553, Morovis Municipio, Puerto Rico","1148","195","533","168","615","169"
"1500000US721019553002","Block Group 2, Census Tract 9553, Morovis Municipio, Puerto Rico","752","181","443","161","309","144"
"1500000US721019553003","Block Group 3, Census Tract 9553, Morovis Municipio, Puerto Rico","538","147","324","115","214","113"
"1500000US721019554011","Block Group 1, Census Tract 9554.01, Morovis Municipio, Puerto Rico","947","182","412","151","535","181"
"1500000US721019554012","Block Group 2, Census Tract 9554.01, Morovis Municipio, Puerto Rico","470","152","313","155","157","92"
"1500000US721019554013","Block Group 3, Census Tract 9554.01, Morovis Municipio, Puerto Rico","663","169","281","123","382","151"
"1500000US721019554021","Block Group 1, Census Tract 9554.02, Morovis Municipio, Puerto Rico","738","119","368","109","370","108"
"1500000US721019554022","Block Group 2, Census Tract 9554.02, Morovis Municipio, Puerto Rico","323","80","133","60","190","72"
"1500000US721019555001","Block Group 1, Census Tract 9555, Morovis Municipio, Puerto Rico","435","84","295","73","140","55"
"1500000US721019555002","Block Group 2, Census Tract 9555, Morovis Municipio, Puerto Rico","361","64","204","53","157","57"
"1500000US721031701001","Block Group 1, Census Tract 1701, Naguabo Municipio, Puerto Rico","316","133","166","98","150","87"
"1500000US721031701002","Block Group 2, Census Tract 1701, Naguabo Municipio, Puerto Rico","432","141","249","112","183","111"
"1500000US721031701003","Block Group 3, Census Tract 1701, Naguabo Municipio, Puerto Rico","507","155","305","140","202","94"
"1500000US721031701004","Block Group 4, Census Tract 1701, Naguabo Municipio, Puerto Rico","498","164","244","128","254","140"
"1500000US721031702001","Block Group 1, Census Tract 1702, Naguabo Municipio, Puerto Rico","408","169","259","140","149","105"
"1500000US721031702002","Block Group 2, Census Tract 1702, Naguabo Municipio, Puerto Rico","542","134","242","114","300","130"
"1500000US721031702003","Block Group 3, Census Tract 1702, Naguabo Municipio, Puerto Rico","739","167","393","153","346","124"
"1500000US721031702004","Block Group 4, Census Tract 1702, Naguabo Municipio, Puerto Rico","682","200","296","146","386","165"
"1500000US721031703001","Block Group 1, Census Tract 1703, Naguabo Municipio, Puerto Rico","390","155","196","115","194","118"
"1500000US721031703002","Block Group 2, Census Tract 1703, Naguabo Municipio, Puerto Rico","371","144","106","73","265","138"
"1500000US721031703003","Block Group 3, Census Tract 1703, Naguabo Municipio, Puerto Rico","440","150","282","130","158","109"
"1500000US721031703004","Block Group 4, Census Tract 1703, Naguabo Municipio, Puerto Rico","590","172","196","108","394","142"
"1500000US721031704001","Block Group 1, Census Tract 1704, Naguabo Municipio, Puerto Rico","370","156","255","124","115","106"
"1500000US721031704002","Block Group 2, Census Tract 1704, Naguabo Municipio, Puerto Rico","594","180","242","121","352","164"
"1500000US721031704003","Block Group 3, Census Tract 1704, Naguabo Municipio, Puerto Rico","1179","231","423","170","756","211"
"1500000US721039900130","Block Group 0, Census Tract 9900.13, Naguabo Municipio, Puerto Rico","0","14","0","14","0","14"
"1500000US721055201001","Block Group 1, Census Tract 5201, Naranjito Municipio, Puerto Rico","449","121","241","96","208","102"
"1500000US721055201002","Block Group 2, Census Tract 5201, Naranjito Municipio, Puerto Rico","383","96","237","78","146","79"
"1500000US721055201003","Block Group 3, Census Tract 5201, Naranjito Municipio, Puerto Rico","715","153","454","132","261","120"
"1500000US721055202001","Block Group 1, Census Tract 5202, Naranjito Municipio, Puerto Rico","512","125","309","116","203","89"
"1500000US721055202002","Block Group 2, Census Tract 5202, Naranjito Municipio, Puerto Rico","384","106","265","95","119","69"
"1500000US721055202003","Block Group 3, Census Tract 5202, Naranjito Municipio, Puerto Rico","478","140","316","123","162","88"
"1500000US721055203001","Block Group 1, Census Tract 5203, Naranjito Municipio, Puerto Rico","601","84","291","73","310","75"
"1500000US721055203002","Block Group 2, Census Tract 5203, Naranjito Municipio, Puerto Rico","232","67","162","61","70","44"
"1500000US721055204001","Block Group 1, Census Tract 5204, Naranjito Municipio, Puerto Rico","645","169","326","142","319","134"
"1500000US721055204002","Block Group 2, Census Tract 5204, Naranjito Municipio, Puerto Rico","917","202","400","151","517","167"
"1500000US721055204003","Block Group 3, Census Tract 5204, Naranjito Municipio, Puerto Rico","551","148","361","144","190","91"
"1500000US721055205001","Block Group 1, Census Tract 5205, Naranjito Municipio, Puerto Rico","750","179","400","161","350","147"
"1500000US721055205002","Block Group 2, Census Tract 5205, Naranjito Municipio, Puerto Rico","577","174","381","167","196","107"
"1500000US721055205003","Block Group 3, Census Tract 5205, Naranjito Municipio, Puerto Rico","605","158","192","112","413","166"
"1500000US721055205004","Block Group 4, Census Tract 5205, Naranjito Municipio, Puerto Rico","625","174","221","113","404","156"
"1500000US721079548011","Block Group 1, Census Tract 9548.01, Orocovis Municipio, Puerto Rico","428","102","211","62","217","90"
"1500000US721079548012","Block Group 2, Census Tract 9548.01, Orocovis Municipio, Puerto Rico","416","95","203","77","213","82"
"1500000US721079548013","Block Group 3, Census Tract 9548.01, Orocovis Municipio, Puerto Rico","465","116","327","104","138","79"
"1500000US721079548021","Block Group 1, Census Tract 9548.02, Orocovis Municipio, Puerto Rico","323","54","251","56","72","39"
"1500000US721079548022","Block Group 2, Census Tract 9548.02, Orocovis Municipio, Puerto Rico","236","58","139","52","97","48"
"1500000US721079549011","Block Group 1, Census Tract 9549.01, Orocovis Municipio, Puerto Rico","543","133","225","96","318","109"
"1500000US721079549012","Block Group 2, Census Tract 9549.01, Orocovis Municipio, Puerto Rico","328","108","282","101","46","39"
"1500000US721079549013","Block Group 3, Census Tract 9549.01, Orocovis Municipio, Puerto Rico","276","70","200","68","76","44"
"1500000US721079549021","Block Group 1, Census Tract 9549.02, Orocovis Municipio, Puerto Rico","392","81","238","71","154","63"
"1500000US721079549022","Block Group 2, Census Tract 9549.02, Orocovis Municipio, Puerto Rico","231","50","127","49","104","44"
"1500000US721079550011","Block Group 1, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","327","94","195","75","132","74"
"1500000US721079550012","Block Group 2, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","295","105","119","69","176","82"
"1500000US721079550013","Block Group 3, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","538","103","295","89","243","76"
"1500000US721079550014","Block Group 4, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","326","93","103","51","223","94"
"1500000US721079550021","Block Group 1, Census Tract 9550.02, Orocovis Municipio, Puerto Rico","230","62","76","36","154","59"
"1500000US721079550022","Block Group 2, Census Tract 9550.02, Orocovis Municipio, Puerto Rico","380","76","206","65","174","59"
"1500000US721079551001","Block Group 1, Census Tract 9551, Orocovis Municipio, Puerto Rico","513","110","295","106","218","79"
"1500000US721079551002","Block Group 2, Census Tract 9551, Orocovis Municipio, Puerto Rico","512","94","335","92","177","66"
"1500000US721092901001","Block Group 1, Census Tract 2901, Patillas Municipio, Puerto Rico","474","115","225","100","249","89"
"1500000US721092901002","Block Group 2, Census Tract 2901, Patillas Municipio, Puerto Rico","523","121","316","102","207","85"
"1500000US721092901003","Block Group 3, Census Tract 2901, Patillas Municipio, Puerto Rico","456","117","236","103","220","90"
"1500000US721092902001","Block Group 1, Census Tract 2902, Patillas Municipio, Puerto Rico","213","90","162","85","51","58"
"1500000US721092902002","Block Group 2, Census Tract 2902, Patillas Municipio, Puerto Rico","515","166","359","159","156","97"
"1500000US721092902003","Block Group 3, Census Tract 2902, Patillas Municipio, Puerto Rico","590","158","316","125","274","105"
"1500000US721092902004","Block Group 4, Census Tract 2902, Patillas Municipio, Puerto Rico","404","151","149","98","255","126"
"1500000US721092903001","Block Group 1, Census Tract 2903, Patillas Municipio, Puerto Rico","788","139","442","129","346","99"
"1500000US721092903002","Block Group 2, Census Tract 2903, Patillas Municipio, Puerto Rico","524","117","268","82","256","80"
"1500000US721092903003","Block Group 3, Census Tract 2903, Patillas Municipio, Puerto Rico","218","78","131","68","87","58"
"1500000US721092904001","Block Group 1, Census Tract 2904, Patillas Municipio, Puerto Rico","194","68","83","63","111","56"
"1500000US721092904002","Block Group 2, Census Tract 2904, Patillas Municipio, Puerto Rico","574","134","301","101","273","103"
"1500000US721092904003","Block Group 3, Census Tract 2904, Patillas Municipio, Puerto Rico","671","118","337","101","334","112"
"1500000US721099900000","Block Group 0, Census Tract 9900, Patillas Municipio, Puerto Rico","0","14","0","14","0","14"
"1500000US721117301001","Block Group 1, Census Tract 7301, Peñuelas Municipio, Puerto Rico","546","103","404","105","142","71"
"1500000US721117301002","Block Group 2, Census Tract 7301, Peñuelas Municipio, Puerto Rico","549","111","354","107","195","83"
"1500000US721117301003","Block Group 3, Census Tract 7301, Peñuelas Municipio, Puerto Rico","324","93","259","92","65","44"
"1500000US721117301004","Block Group 4, Census Tract 7301, Peñuelas Municipio, Puerto Rico","183","60","132","62","51","40"
"1500000US721117302001","Block Group 1, Census Tract 7302, Peñuelas Municipio, Puerto Rico","719","98","267","76","452","87"
"1500000US721117303001","Block Group 1, Census Tract 7303, Peñuelas Municipio, Puerto Rico","505","148","254","106","251","125"
"1500000US721117303002","Block Group 2, Census Tract 7303, Peñuelas Municipio, Puerto Rico","734","138","372","135","362","123"
"1500000US721117303003","Block Group 3, Census Tract 7303, Peñuelas Municipio, Puerto Rico","302","113","211","98","91","72"
"1500000US721117303004","Block Group 4, Census Tract 7303, Peñuelas Municipio, Puerto Rico","628","141","208","114","420","137"
"1500000US721117304001","Block Group 1, Census Tract 7304, Peñuelas Municipio, Puerto Rico","729","97","310","79","419","79"
"1500000US721117307001","Block Group 1, Census Tract 7307, Peñuelas Municipio, Puerto Rico","248","76","111","71","137","66"
"1500000US721117307002","Block Group 2, Census Tract 7307, Peñuelas Municipio, Puerto Rico","268","81","103","60","165","58"
"1500000US721117307003","Block Group 3, Census Tract 7307, Peñuelas Municipio, Puerto Rico","599","112","303","96","296","97"
"1500000US721117308001","Block Group 1, Census Tract 7308, Peñuelas Municipio, Puerto Rico","529","70","199","56","330","76"
"1500000US721119900000","Block Group 0, Census Tract 9900, Peñuelas Municipio, Puerto Rico","0","14","0","14","0","14"
"1500000US721130701001","Block Group 1, Census Tract 701, Ponce Municipio, Puerto Rico","539","81","239","74","300","77"
"1500000US721130701002","Block Group 2, Census Tract 701, Ponce Municipio, Puerto Rico","345","91","213","72","132","64"
"1500000US721130701003","Block Group 3, Census Tract 701, Ponce Municipio, Puerto Rico","409","88","213","80","196","85"
"1500000US721130701004","Block Group 4, Census Tract 701, Ponce Municipio, Puerto Rico","480","100","143","80","337","104"
"1500000US721130702011","Block Group 1, Census Tract 702.01, Ponce Municipio, Puerto Rico","755","119","378","82","377","102"
"1500000US721130702012","Block Group 2, Census Tract 702.01, Ponce Municipio, Puerto Rico","282","68","161","64","121","56"
"1500000US721130702021","Block Group 1, Census Tract 702.02, Ponce Municipio, Puerto Rico","307","78","247","73","60","29"
"1500000US721130702022","Block Group 2, Census Tract 702.02, Ponce Municipio, Puerto Rico","45","23","12","20","33","28"
"1500000US721130702023","Block Group 3, Census Tract 702.02, Ponce Municipio, Puerto Rico","75","45","48","37","27","26"
"1500000US721130703001","Block Group 1, Census Tract 703, Ponce Municipio, Puerto Rico","254","84","175","72","79","51"
"1500000US721130703002","Block Group 2, Census Tract 703, Ponce Municipio, Puerto Rico","348","94","273","93","75","48"
"1500000US721130703003","Block Group 3, Census Tract 703, Ponce Municipio, Puerto Rico","196","79","102","65","94","49"
"1500000US721130704001","Block Group 1, Census Tract 704, Ponce Municipio, Puerto Rico","632","117","555","118","77","49"
"1500000US721130704002","Block Group 2, Census Tract 704, Ponce Municipio, Puerto Rico","348","91","338","93","10","15"
"1500000US721130705021","Block Group 1, Census Tract 705.02, Ponce Municipio, Puerto Rico","616","113","364","112","252","88"
"1500000US721130705022","Block Group 2, Census Tract 705.02, Ponce Municipio, Puerto Rico","259","78","137","68","122","65"
"1500000US721130705023","Block Group 3, Census Tract 705.02, Ponce Municipio, Puerto Rico","593","99","198","90","395","86"
"1500000US721130705031","Block Group 1, Census Tract 705.03, Ponce Municipio, Puerto Rico","284","80","43","36","241","81"
"1500000US721130705032","Block Group 2, Census Tract 705.03, Ponce Municipio, Puerto Rico","824","139","247","79","577","124"
"1500000US721130705033","Block Group 3, Census Tract 705.03, Ponce Municipio, Puerto Rico","577","112","129","67","448","104"
"1500000US721130705131","Block Group 1, Census Tract 705.13, Ponce Municipio, Puerto Rico","462","99","419","99","43","36"
"1500000US721130705132","Block Group 2, Census Tract 705.13, Ponce Municipio, Puerto Rico","603","89","225","82","378","85"
"1500000US721130705141","Block Group 1, Census Tract 705.14, Ponce Municipio, Puerto Rico","559","89","170","70","389","87"
"1500000US721130705142","Block Group 2, Census Tract 705.14, Ponce Municipio, Puerto Rico","373","89","229","87","144","58"
"1500000US721130705221","Block Group 1, Census Tract 705.22, Ponce Municipio, Puerto Rico","329","91","275","94","54","30"
"1500000US721130705222","Block Group 2, Census Tract 705.22, Ponce Municipio, Puerto Rico","430","84","73","50","357","81"
"1500000US721130705223","Block Group 3, Census Tract 705.22, Ponce Municipio, Puerto Rico","470","92","253","93","217","73"
"1500000US721130708001","Block Group 1, Census Tract 708, Ponce Municipio, Puerto Rico","147","40","136","40","11","19"
"1500000US721130708002","Block Group 2, Census Tract 708, Ponce Municipio, Puerto Rico","400","79","233","67","167","61"
"1500000US721130709001","Block Group 1, Census Tract 709, Ponce Municipio, Puerto Rico","310","106","168","88","142","74"
"1500000US721130709002","Block Group 2, Census Tract 709, Ponce Municipio, Puerto Rico","179","83","104","68","75","58"
"1500000US721130709003","Block Group 3, Census Tract 709, Ponce Municipio, Puerto Rico","354","106","281","98","73","54"
"1500000US721130710001","Block Group 1, Census Tract 710, Ponce Municipio, Puerto Rico","232","56","135","52","97","41"
"1500000US721130710002","Block Group 2, Census Tract 710, Ponce Municipio, Puerto Rico","376","74","289","71","87","39"
"1500000US721130712001","Block Group 1, Census Tract 712, Ponce Municipio, Puerto Rico","137","57","70","47","67","40"
"1500000US721130712002","Block Group 2, Census Tract 712, Ponce Municipio, Puerto Rico","661","131","375","104","286","100"
"1500000US721130712003","Block Group 3, Census Tract 712, Ponce Municipio, Puerto Rico","404","87","153","42","251","77"
"1500000US721130713001","Block Group 1, Census Tract 713, Ponce Municipio, Puerto Rico","248","79","221","77","27","30"
"1500000US721130713002","Block Group 2, Census Tract 713, Ponce Municipio, Puerto Rico","518","111","266","83","252","77"
"1500000US721130713003","Block Group 3, Census Tract 713, Ponce Municipio, Puerto Rico","223","82","223","82","0","14"
"1500000US721130713004","Block Group 4, Census Tract 713, Ponce Municipio, Puerto Rico","313","57","306","59","7","13"
"1500000US721130714011","Block Group 1, Census Tract 714.01, Ponce Municipio, Puerto Rico","367","61","182","56","185","47"
"1500000US721130714012","Block Group 2, Census Tract 714.01, Ponce Municipio, Puerto Rico","545","69","167","55","378","57"
"1500000US721130714021","Block Group 1, Census Tract 714.02, Ponce Municipio, Puerto Rico","478","100","225","92","253","71"
"1500000US721130714022","Block Group 2, Census Tract 714.02, Ponce Municipio, Puerto Rico","341","83","106","64","235","75"
"1500000US721130714023","Block Group 3, Census Tract 714.02, Ponce Municipio, Puerto Rico","644","107","227","84","417","92"
"1500000US721130715001","Block Group 1, Census Tract 715, Ponce Municipio, Puerto Rico","171","64","65","54","106","45"
"1500000US721130715002","Block Group 2, Census Tract 715, Ponce Municipio, Puerto Rico","567","92","334","80","233","66"
"1500000US721130715003","Block Group 3, Census Tract 715, Ponce Municipio, Puerto Rico","417","96","179","84","238","72"
"1500000US721130715004","Block Group 4, Census Tract 715, Ponce Municipio, Puerto Rico","312","85","129","75","183","69"
"1500000US721130716011","Block Group 1, Census Tract 716.01, Ponce Municipio, Puerto Rico","309","63","35","43","274","64"
"1500000US721130716012","Block Group 2, Census Tract 716.01, Ponce Municipio, Puerto Rico","371","88","215","78","156","55"
"1500000US721130716013","Block Group 3, Census Tract 716.01, Ponce Municipio, Puerto Rico","237","76","136","67","101","56"
"1500000US721130716021","Block Group 1, Census Tract 716.02, Ponce Municipio, Puerto Rico","262","75","240","65","22","36"
"1500000US721130716022","Block Group 2, Census Tract 716.02, Ponce Municipio, Puerto Rico","172","68","144","59","28","33"
"1500000US721130716023","Block Group 3, Census Tract 716.02, Ponce Municipio, Puerto Rico","303","86","201","71","102","63"
"1500000US721130716024","Block Group 4, Census Tract 716.02, Ponce Municipio, Puerto Rico","324","79","188","62","136","62"
"1500000US721130717001","Block Group 1, Census Tract 717, Ponce Municipio, Puerto Rico","255","70","49","41","206","70"
"1500000US721130717002","Block Group 2, Census Tract 717, Ponce Municipio, Puerto Rico","448","97","155","75","293","95"
"1500000US721130718001","Block Group 1, Census Tract 718, Ponce Municipio, Puerto Rico","187","54","141","56","46","38"
"1500000US721130718002","Block Group 2, Census Tract 718, Ponce Municipio, Puerto Rico","324","84","132","56","192","71"
"1500000US721130718003","Block Group 3, Census Tract 718, Ponce Municipio, Puerto Rico","276","94","211","86","65","50"
"1500000US721130719001","Block Group 1, Census Tract 719, Ponce Municipio, Puerto Rico","208","74","166","76","42","47"
"1500000US721130719002","Block Group 2, Census Tract 719, Ponce Municipio, Puerto Rico","298","99","298","99","0","14"
"1500000US721130719003","Block Group 3, Census Tract 719, Ponce Municipio, Puerto Rico","195","71","117","60","78","48"
"1500000US721130719004","Block Group 4, Census Tract 719, Ponce Municipio, Puerto Rico","387","118","250","95","137","75"
"1500000US721130719005","Block Group 5, Census Tract 719, Ponce Municipio, Puerto Rico","514","99","348","104","166","77"
"1500000US721130719006","Block Group 6, Census Tract 719, Ponce Municipio, Puerto Rico","211","73","129","61","82","56"
"1500000US721130720001","Block Group 1, Census Tract 720, Ponce Municipio, Puerto Rico","779","97","211","68","568","91"
"1500000US721130721011","Block Group 1, Census Tract 721.01, Ponce Municipio, Puerto Rico","286","57","249","56","37","27"
"1500000US721130721012","Block Group 2, Census Tract 721.01, Ponce Municipio, Puerto Rico","368","73","280","74","88","36"
"1500000US721130721021","Block Group 1, Census Tract 721.02, Ponce Municipio, Puerto Rico","384","91","132","76","252","88"
"1500000US721130721022","Block Group 2, Census Tract 721.02, Ponce Municipio, Puerto Rico","344","113","194","113","150","87"
"1500000US721130721023","Block Group 3, Census Tract 721.02, Ponce Municipio, Puerto Rico","686","162","214","113","472","164"
"1500000US721130721024","Block Group 4, Census Tract 721.02, Ponce Municipio, Puerto Rico","298","97","111","67","187","83"
"1500000US721130722011","Block Group 1, Census Tract 722.01, Ponce Municipio, Puerto Rico","540","76","136","62","404","82"
"1500000US721130722012","Block Group 2, Census Tract 722.01, Ponce Municipio, Puerto Rico","354","91","200","69","154","61"
"1500000US721130722013","Block Group 3, Census Tract 722.01, Ponce Municipio, Puerto Rico","455","97","446","100","9","14"
"1500000US721130722021","Block Group 1, Census Tract 722.02, Ponce Municipio, Puerto Rico","201","49","130","58","71","41"
"1500000US721130722022","Block Group 2, Census Tract 722.02, Ponce Municipio, Puerto Rico","274","80","120","75","154","60"
"1500000US721130722023","Block Group 3, Census Tract 722.02, Ponce Municipio, Puerto Rico","244","68","28","26","216","72"
"1500000US721130722024","Block Group 4, Census Tract 722.02, Ponce Municipio, Puerto Rico","297","92","72","51","225","90"
"1500000US721130722025","Block Group 5, Census Tract 722.02, Ponce Municipio, Puerto Rico","579","94","166","74","413","95"
"1500000US721130722026","Block Group 6, Census Tract 722.02, Ponce Municipio, Puerto Rico","100","42","0","14","100","42"
"1500000US721130723001","Block Group 1, Census Tract 723, Ponce Municipio, Puerto Rico","259","73","210","71","49","34"
"1500000US721130723002","Block Group 2, Census Tract 723, Ponce Municipio, Puerto Rico","252","54","172","50","80","38"
"1500000US721130724001","Block Group 1, Census Tract 724, Ponce Municipio, Puerto Rico","355","115","124","76","231","108"
"1500000US721130724002","Block Group 2, Census Tract 724, Ponce Municipio, Puerto Rico","284","146","101","79","183","131"
"1500000US721130724003","Block Group 3, Census Tract 724, Ponce Municipio, Puerto Rico","366","141","180","104","186","122"
"1500000US721130724004","Block Group 4, Census Tract 724, Ponce Municipio, Puerto Rico","479","159","322","150","157","120"
"1500000US721130724005","Block Group 5, Census Tract 724, Ponce Municipio, Puerto Rico","859","181","304","149","555","157"
"1500000US721130725001","Block Group 1, Census Tract 725, Ponce Municipio, Puerto Rico","890","180","382","158","508","152"
"1500000US721130725002","Block Group 2, Census Tract 725, Ponce Municipio, Puerto Rico","368","141","124","85","244","132"
"1500000US721130725003","Block Group 3, Census Tract 725, Ponce Municipio, Puerto Rico","807","189","185","116","622","173"
"1500000US721130726001","Block Group 1, Census Tract 726, Ponce Municipio, Puerto Rico","307","88","193","76","114","66"
"1500000US721130726002","Block Group 2, Census Tract 726, Ponce Municipio, Puerto Rico","189","61","111","52","78","45"
"1500000US721130726003","Block Group 3, Census Tract 726, Ponce Municipio, Puerto Rico","199","60","132","66","67","42"
"1500000US721130726004","Block Group 4, Census Tract 726, Ponce Municipio, Puerto Rico","142","63","112","55","30","34"
"1500000US721130727011","Block Group 1, Census Tract 727.01, Ponce Municipio, Puerto Rico","818","108","308","94","510","98"
"1500000US721130727012","Block Group 2, Census Tract 727.01, Ponce Municipio, Puerto Rico","189","57","97","52","92","47"
"1500000US721130727031","Block Group 1, Census Tract 727.03, Ponce Municipio, Puerto Rico","295","80","166","73","129","70"
"1500000US721130727032","Block Group 2, Census Tract 727.03, Ponce Municipio, Puerto Rico","570","124","243","95","327","100"
"1500000US721130727033","Block Group 3, Census Tract 727.03, Ponce Municipio, Puerto Rico","283","80","177","69","106","62"
"1500000US721130727034","Block Group 4, Census Tract 727.03, Ponce Municipio, Puerto Rico","283","79","37","48","246","68"
"1500000US721130727035","Block Group 5, Census Tract 727.03, Ponce Municipio, Puerto Rico","186","63","9","14","177","65"
"1500000US721130727041","Block Group 1, Census Tract 727.04, Ponce Municipio, Puerto Rico","304","97","139","67","165","83"
"1500000US721130727042","Block Group 2, Census Tract 727.04, Ponce Municipio, Puerto Rico","776","95","644","96","132","63"
"1500000US721130729001","Block Group 1, Census Tract 729, Ponce Municipio, Puerto Rico","137","92","68","64","69","65"
"1500000US721130729002","Block Group 2, Census Tract 729, Ponce Municipio, Puerto Rico","646","166","398","155","248","90"
"1500000US721130729003","Block Group 3, Census Tract 729, Ponce Municipio, Puerto Rico","110","53","0","14","110","53"
"1500000US721130729004","Block Group 4, Census Tract 729, Ponce Municipio, Puerto Rico","1038","154","102","76","936","174"
"1500000US721130730011","Block Group 1, Census Tract 730.01, Ponce Municipio, Puerto Rico","346","94","205","82","141","68"
"1500000US721130730012","Block Group 2, Census Tract 730.01, Ponce Municipio, Puerto Rico","302","85","184","76","118","67"
"1500000US721130730013","Block Group 3, Census Tract 730.01, Ponce Municipio, Puerto Rico","408","99","176","68","232","89"
"1500000US721130730021","Block Group 1, Census Tract 730.02, Ponce Municipio, Puerto Rico","393","88","210","79","183","64"
